,jrk_template,phylum,class,order,family,genus,COMMENT on genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont
2162,jrk06185,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Paratomenticola,,,,,,,,,,,,,,,,,,
2163,jrk06190,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Paratrichoconis,,,,,,,,,,,,,,,,,,
2164,jrk06195,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Paraulocladium,,,,,,,,,,,,,,,,,,
2165,jrk06232,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Paspalomyces,,,,,,,,,,,,,,,,,,
2166,jrk06236,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pazschkeella,,unspecified_saprotroph,,,,,,,,,,,,,,,,
2167,jrk06242,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Patriciomyces,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,none,none,,,,
2168,jrk06260,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Peethasthabeeja,,,,,,,,,,,,,,,,,,
2169,jrk06266,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pellionella,,,,,,,,,,,,,,,,,,
2170,jrk06271,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Peltasterinostroma,,,,,,,,,,,,,,,,,,
2171,jrk06272,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Peltasteropsis,,,,,,,,,,,,,,,,,,
2172,jrk06275,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Peltistroma,,,,,,,,,,,,,,,,,,
2173,jrk06276,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Peltistromella,,,,,,,,,,,,,,,,,,
2174,jrk06278,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Peltosoma,,,,,,,,,,,,,,,,,,
2175,jrk06279,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Peltostromellina,,,,,,,,,,,,,,,,,,
2176,jrk06280,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Peltostromopsis,,,,,,,,,,,,,,,,,,
2177,jrk06294,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Penzigomyces,,,,,,,,,,,,,,,,,,
2178,jrk06296,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Perelegamyces,,,,,,,,,,,,,,,,,,
2179,jrk06317,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Perizomella,,,,,,,,,,,,,,,,,,
2180,jrk06331,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pestalozziella,,,,,,,,,,,,,,,,,,
2181,jrk06346,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Petrakiopsis,,,,,,,,,,,,,,,,,,
2182,jrk06357,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phacidiostromella,,,,,,,,,,,,,,,,,,
2183,jrk06361,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phacostroma,,,,,,,,,,,,,,,,,,
2184,jrk06362,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phacostromella,,,,,,,,,,,,,,,,,,
2185,jrk06368,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeoblastophora,,,,,,,,,,,,,,,,,,
2186,jrk06371,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeocandelabrum,,,,,,,,,,,,,,,,,,
2187,jrk06387,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeodiscula,,,,,,,,,,,,,,,,,,
2188,jrk06388,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeodomus,,,,,,,,,,,,,,,,,,
2189,jrk06394,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeohiratsukaea,,,,,,,,,,,,,,,,,,
2190,jrk06396,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeoidiomyces,,,,,,,,,,,,,,,,,,
2191,jrk06398,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeolabrella,,,,,,,,,,,,,,,,,,
2192,jrk06403,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeomonilia,,,,,,,,,,,,,,,,,,
2193,jrk06404,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeomonostichella,,,,,,,,,,,,,,,,,,
2194,jrk06413,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeophloeosporella,,,,,,,,,,,,,,,,,,
2195,jrk06415,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeophomopsis,,,,,,,,,,,,,,,,,,
2196,jrk06423,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeoschizotrichum,,,,,,,,,,,,,,,,,,
2197,jrk06435,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeosporobolus,,lichen_parasite,fungal_decomposer,,,,fungal_material,algal_material,,non-aquatic,,,filamentous_mycelium,,,,,,
2198,jrk06439,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeostilbelloides,,,,,,,,,,,,,,,,,,
2199,jrk06443,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeothyrium,,,,,,,,,,,,,,,,,,
2200,jrk06447,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeotrichoconis,,plant_pathogen,foliar_endophyte,,foliar_endophyte,leaf/fruit/seed_pathogen,leaf/fruit/seed,,,,,,,,,,,
2201,jrk06450,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phaeoxyphiella,,unspecified_saprotroph,,,,,,,,,,,,,,,,
2202,jrk06474,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phellostroma,,,,,,,,,,,,,,,,,,
2203,jrk06482,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phialogeniculata,,unspecified_saprotroph,,,,,,,,,,,,,,,,
2204,jrk06484,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phialophaeoisaria,,,,,,,,,,,,,,,,,,
2205,jrk06489,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phialostele,,,,,,,,,,,,,,,,,,
2206,jrk06507,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phloeosporina,,,,,,,,,,,,,,,,,,
2207,jrk06509,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phlyctaeniella,,,,,,,,,,,,,,,,,,
2208,jrk06519,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phomachora,,,,,,,,,,,,,,,,,,
2209,jrk06520,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phomachorella,,,,,,,,,,,,,,,,,,
2210,jrk06523,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phomatosporella,,,,,,,,,,,,,,,,,,
2211,jrk06524,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phomyces,,,,,,,,,,,,,,,,,,
2212,jrk06534,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phragmoconidium,,,,,,,,,,,,,,,,,,
2213,jrk06538,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phragmopeltis,,,,,,,,,,,,,,,,,,
2214,jrk06542,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phragmospathula,,,,,,,,,partly_aquatic,,,,,,,,,
2215,jrk06543,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phragmospathulella,,,,,,,,,,,,,,,,,,
2216,jrk06550,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phthora,,,,,,,,,,,,,,,,,,
2217,jrk06572,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phylloedium,,,,,,,,,,,,,,,,,,
2218,jrk06575,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Phyllohendersonia,,,,,,,,,,,,,,,,,,
2219,jrk06587,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Physalidiella,,,,,,,,,,,,,,,,,,
2220,jrk06588,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Physalidiopsis,,,,,,,,,,,,,,,,,,
2221,jrk06613,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Piggotia,,plant_pathogen,,,,leaf/fruit/seed_pathogen,,,,,,,,,,,,
2222,jrk06627,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pinatubo,,,,,,,,,,,,,,,,,,
2223,jrk06629,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Piperivora,,,,,,,,,,,,,,,,,,
2224,jrk06636,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Piricaudilium,,,,,,,,,,,,,,,,,,
2225,jrk06637,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Piricaudiopsis,,,,,,,,,,,,,,,,,,
2226,jrk06639,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pirispora,,,,,,,,,,,,,,,,,,
2227,jrk06640,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pirostomella,,,,,,,,,,,,,,,,,,
2228,jrk06651,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pithosira,,,,,,,,,,,,,,,,,,
2229,jrk06654,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pittostroma,,,,,,,,,,,,,,,,,,
2230,jrk06655,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Placella,,,,,,,,,,,,,,,,,,
2231,jrk06662,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Placodiplodia,,,,,,,,,,,,,,,,,,
2232,jrk06667,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Placonema,,,,,,,,,,,,,,,,,,
2233,jrk06668,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Placonemina,,,,,,,,,,,,,,,,,,
2234,jrk06673,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Placosphaerina,,,,,,,,,,,,,,,,,,
2235,jrk06675,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Placothea,,,,,,,,,,,,,,,,,,
2236,jrk06677,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Placothyrium,,,,,,,,,,,,,,,,,,
2237,jrk06685,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Plagiostigmella,,,,,,,,,,,,,,,,,,
2238,jrk06691,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Plasia,,unspecified_saprotroph,,,,,,,,,,,,,,,,
2239,jrk06707,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Plectonaemella,,wood_saprotroph,,,,,wood,soft_rot,,,,filamentous_mycelium,,,,,,
2240,jrk06708,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Plectopeltis,,,,,,,,,,,,,,,,,,
2241,jrk06709,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Plectophomopsis,,,,,,,,,,,,,,,,,,
2242,jrk06710,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Plectopycnis,,,,,,,,,,,,,,,,,,
2243,jrk06711,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Plectosira,,,,,,,,,,,,,,,,,,
2244,jrk06714,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Plectronidiopsis,,,,,,,,,,,,,,,,,,
2245,jrk06715,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Plectronidium,,,,,,,,,,,,,,,,,,
2246,jrk06723,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Plenocatenulis,,,,,,,,,,,,,,,,,,
2247,jrk06725,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Plenophysa,,,,,,,,,,,,,,,,,,
2248,jrk06726,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Plenozythia,,,,,,,,,,,,,,,,,,
2249,jrk06728,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Plenotrichopsis,,,,,,,,,,,,,,,,,,
2250,jrk06729,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Plenotrichum,,,,,,,,,,,,,,,,,,
2251,jrk06731,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pleocouturea,,,,,,,,,,,,,,,,,,
2252,jrk06747,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Plesiospora,,,,,,,,,,,,,,,,,,
2253,jrk06757,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pleurodiscula,,,,,,,,,,,,,,,,,,
2254,jrk06758,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pleurodomus,,,,,,,,,,,,,,,,,,
2255,jrk06762,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pleuropedium,,,,,,,,,,,,,,,,,,
2256,jrk06764,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pleurophomopsis,,unspecified_saprotroph,,,,,,,,,,,,,,,,
2257,jrk06766,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pleuroplaconema,,,,,,,,,,,,,,,,,,
2258,jrk06767,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pleuroplacosphaeria,,,,,,,,,,,,,,,,,,
2259,jrk06774,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pleurothyriella,,,,,,,,,,,,,,,,,,
2260,jrk06777,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pleurovularia,,,,,,,,,,,,,,,,,,
2261,jrk06797,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Pocillopycnis,,,,,,,,,,,,,,,,,,
2262,jrk06807,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Podoplaconema,,unspecified_saprotroph,,,,,,,,,,filamentous_mycelium,,,,,,
2263,jrk06813,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Podosporiella,,,,,,,,,,,,,,,,,,
2264,jrk06814,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Podosporiopsis,,,,,,,,,,,,,,,,,,
2265,jrk06815,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Podosporium,,,,,,,,,,,,,,,,,,
2266,jrk06823,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Poikilosperma,,,,,,,,,,,,,,,,,,
2267,jrk06834,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Polybulbophiale,,,,,,,,,,,,,,,,,,
2268,jrk06837,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Polychaetella,,unspecified_saprotroph,,,,,,,,,,,,,,,,
2269,jrk06840,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Polycladium,,,,,,,,,,,,,,,,,,
2270,jrk06847,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Polydesmus,,,,,,,,,,,,,,,,,,
2271,jrk06851,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Polyetron,,,,,,,,,,,,,,,,,,
2272,jrk06868,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Polyrostrata,,,,,,,,,,,,,,,,,,
2273,jrk06875,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Polystomellomyces,,,,,,,,,,,,,,,,,,
2274,jrk06877,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Polystratorictus,,,,,,,,,,,,,,,,,,
2275,jrk06880,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Polytretophora,,,,,,,,,,,,,,,,,,
2276,jrk06889,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Porocladium,,,,,,,,,,,,,,,,,,
2277,jrk06898,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Poropeltis,,,,,,,,,,,,,,,,,,
2278,jrk06899,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Porophilomyces,,,,,,,,,,,,,,,,,,
2279,jrk06902,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Porosubramaniania,,,,,,,,,,,,,,,,,,
2280,jrk06912,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Porrectotheca,,,,,,,,,,,,,,,,,,
2281,jrk06915,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Potamomyces,,,,,,,,,partly_freshwater_(partly_non-aquatic),,,,,,,,,
2282,jrk06931,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Proboscispora,,,,,,,,,,,,,,,,,,
2283,jrk06970,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Protostegiomyces,,,,,,,,,,,,,,,,,,
2284,jrk06971,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,Protostroma,,,,,,,,,,,,,,,,,,
